,id2,geography,totpop2010,totonerace2010,totwhiteonerace2010,pcwhiteonerace2010,PoliticalAffiliation,AvgYearsEduc
585,26163594000,"Census Tract 5940, Wayne County, Michigan",2590,2554,2484,95.90000153,Rep,16
586,26163594100,"Census Tract 5941, Wayne County, Michigan",4388,4333,4236,96.5,Rep,16
587,26163594200,"Census Tract 5942, Wayne County, Michigan",2521,2490,2451,97.19999695,Rep,16
588,26163594300,"Census Tract 5943, Wayne County, Michigan",3273,3245,3190,97.5,Rep,16
589,26163594400,"Census Tract 5944, Wayne County, Michigan",2855,2783,2663,93.30000305,Rep,16
590,26163594500,"Census Tract 5945, Wayne County, Michigan",3226,3184,2985,92.5,Rep,16
591,26163595000,"Census Tract 5950, Wayne County, Michigan",3889,3821,3678,94.59999847,Rep,16
592,26163595100,"Census Tract 5951, Wayne County, Michigan",5649,5584,5162,91.40000153,Rep,16
593,26163595200,"Census Tract 5952, Wayne County, Michigan",2948,2920,2773,94.09999847,Rep,16
594,26163596100,"Census Tract 5961, Wayne County, Michigan",3656,3622,3522,96.30000305,Rep,16
595,26163596200,"Census Tract 5962, Wayne County, Michigan",4110,4067,3915,95.30000305,Rep,16
596,26163596300,"Census Tract 5963, Wayne County, Michigan",2605,2569,2470,94.80000305,Rep,16
597,26163597000,"Census Tract 5970, Wayne County, Michigan",4656,4583,4407,94.69999695,Rep,16
598,26163598000,"Census Tract 5980, Wayne County, Michigan",3289,3241,3111,94.59999847,Rep,16
599,26163599000,"Census Tract 5990, Wayne County, Michigan",5484,5305,4926,89.80000305,Rep,16
600,26163599100,"Census Tract 5991, Wayne County, Michigan",4394,4284,4074,92.69999695,Rep,16
601,26163985000,"Census Tract 9850, Wayne County, Michigan",44,44,13,29.5,Rep,16
602,26163985100,"Census Tract 9851, Wayne County, Michigan",123,122,26,21.10000038,Rep,16
603,26163985200,"Census Tract 9852, Wayne County, Michigan",1,1,0,0,Rep,16
604,26163985300,"Census Tract 9853, Wayne County, Michigan",4,4,2,50,Rep,16
605,26163985400,"Census Tract 9854, Wayne County, Michigan",9,9,9,100,Rep,16
606,26163985500,"Census Tract 9855, Wayne County, Michigan",11,11,5,45.5,Rep,16
607,26163985600,"Census Tract 9856, Wayne County, Michigan",0,0,0,NA,Rep,16
608,26163985700,"Census Tract 9857, Wayne County, Michigan",0,0,0,NA,Rep,16
609,26163985900,"Census Tract 9859, Wayne County, Michigan",0,0,0,NA,Rep,16
610,26163990100,"Census Tract 9901, Wayne County, Michigan",0,0,0,NA,Rep,16
611,26163990200,"Census Tract 9902, Wayne County, Michigan",0,0,0,NA,Rep,16
